-60	55	766.64
-60	60	766.67
-60	65	766.69
-60	70	766.7
-60	75	766.7
-60	80	766.72
-60	85	766.73
-60	90	766.74
-60	95	766.76
-60	100	766.78
-60	105	766.8
-60	110	766.83
-60	115	766.84
-60	120	766.86
-40	120	766.76
-40	115	766.75
-40	110	766.73
-40	105	766.71
-40	100	766.68
-40	95	766.66
-40	90	766.64
-40	85	766.65
-40	80	766.66
-40	75	766.68
-40	70	766.69
-40	65	766.7
-40	60	766.7
-40	55	766.7
-40	50	766.71
-40	45	766.71
-40	40	766.7
-40	35	766.69
-40	30	766.67
-40	25	766.64
-40	20	766.6
-40	15	766.57
-40	10	766.54
-40	5	766.52
-40	0	766.47
-40	-5	766.51
-40	-10	766.52
-40	-15	766.53
-40	-20	766.53
-40	-25	766.53
-40	-30	766.52
-40	-35	766.5
-40	-40	766.49
-40	-45	766.5
-40	-50	766.5
-40	-55	766.52
-40	-60	766.54
-40	-65	766.55
-40	-70	766.56
-40	-75	766.57
-40	-80	766.59
-40	-85	766.61
-40	-90	766.64
-40	-95	766.68
-40	-100	766.72
-40	-105	766.75
-40	-110	766.77
-40	-115	766.78
-40	-120	766.78
-20	-120	766.77
-20	-115	766.77
-20	-110	766.76
-20	-105	766.76
-20	-100	766.73
-20	-95	766.7
-20	-90	766.68
-20	-85	766.66
-20	-80	766.64
-20	-75	766.62
-20	-70	766.6
-20	-65	766.58
-20	-60	766.55
-20	-55	766.53
-20	-50	766.51
-20	-45	766.5
-20	-40	766.49
-20	-35	766.5
-20	-30	766.52
-20	-25	766.54
-20	-20	766.57
-20	-15	766.6
-20	-10	766.62
-20	-5	766.63
-20	0	766.58
-20	5	766.65
-20	10	766.65
-20	15	766.64
-20	20	766.63
-20	25	766.61
-20	30	766.61
-20	35	766.61
-20	40	766.62
-20	45	766.65
-20	50	766.68
-20	55	766.7
-20	60	766.72
-20	65	766.72
-20	70	766.73
-20	75	766.71
-20	80	766.68
-20	85	766.64
-20	90	766.62
-20	95	766.6
-20	100	766.62
-20	105	766.67
-20	110	766.73
-20	115	766.76
-20	120	766.81
0	140	767.04
0	135	767.01
0	130	766.99
0	125	766.95
0	120	766.89
0	115	766.83
0	110	766.76
0	105	766.71
0	100	766.66
0	95	766.64
0	90	766.64
0	85	766.63
0	80	766.55
0	75	766.45
0	65	766.33
0	60	766.2
0	55	766.08
0	50	766.02
0	45	765.99
0	40	765.98
0	35	765.99
0	30	766.02
0	25	766.07
0	20	766.12
0	15	766.17
0	10	766.22
0	5	766.26
0	0	766.32
0	-5	766.38
0	-10	766.44
0	-15	766.49
0	-20	766.52
0	-25	766.53
0	-30	766.53
0	-35	766.52
0	-40	766.51
0	-45	766.51
0	-50	766.52
0	-55	766.54
0	-60	766.55
0	-65	766.57
0	-70	766.59
0	-75	766.6
0	-80	766.61
0	-85	766.64
0	-90	766.66
0	-95	766.69
0	-100	766.73
0	-105	766.75
0	-110	766.76
0	-115	766.76
0	-120	766.77
0	-125	766.76
0	-130	766.76
0	-135	766.76
0	-140	766.77
20	-120	766.71
20	-115	766.72
20	-110	766.71
20	-105	766.71
20	-100	766.7
20	-95	766.67
20	-90	766.65
20	-85	766.62
20	-80	766.58
20	-75	766.55
20	-70	766.52
20	-65	766.49
20	-60	766.47
20	-55	766.45
20	-50	766.45
20	-45	766.44
20	-40	766.44
20	-35	766.45
20	-30	766.46
20	-25	766.48
20	-20	766.51
20	-15	766.53
20	-10	766.56
20	-5	766.58
20	0	766.58
20	5	766.59
20	10	766.58
20	15	766.57
20	20	766.56
20	25	766.55
20	30	766.55
20	35	766.56
20	40	766.58
20	45	766.6
20	50	766.63
20	55	766.67
20	60	766.7
20	65	766.72
20	70	766.74
40	120	765.93
40	115	765.92
40	110	765.91
40	105	765.89
40	100	765.89
40	95	765.9
40	90	765.93
40	85	765.98
40	80	766.05
40	75	766.12
40	70	766.18
40	65	766.26
40	60	766.33
40	55	766.4
40	50	766.46
40	45	766.51
40	40	766.54
40	35	766.56
40	30	766.56
40	25	766.56
40	20	766.54
40	15	766.52
40	10	766.5
40	5	766.48
40	0	766.47
40	-5	766.47
40	-10	766.48
40	-15	766.49
40	-20	766.49
40	-25	766.49
40	-30	766.48
40	-35	766.46
40	-40	766.45
40	-45	766.45
40	-50	766.46
40	-55	766.47
40	-60	766.49
40	-65	766.51
40	-70	766.52
40	-75	766.54
40	-80	766.57
40	-85	766.6
40	-90	766.64
40	-95	766.67
40	-100	766.69
40	-105	766.7
40	-110	766.7
40	-115	766.7
40	-120	766.69
60	-120	766.73
60	-115	766.74
60	-110	766.74
60	-105	766.75
60	-100	766.74
60	-95	766.71
60	-90	766.65
60	-85	766.6
60	-80	766.55
60	-75	766.51
60	-70	766.5
60	-65	766.49
60	-60	766.49
60	-55	766.48
60	-50	766.44
60	-45	766.34
60	-40	766.22
60	-30	766.12
60	-25	766.03
60	-20	765.97
60	-15	765.97
60	-10	765.99
60	-5	766.02
60	0	766.04
60	5	766.08
60	10	766.12
60	15	766.18
60	20	766.23
60	25	766.29
60	30	766.35
60	35	766.41
60	40	766.47
60	45	766.52
60	50	766.57
60	55	766.6
60	60	766.62
60	65	766.62
60	70	766.6
60	75	766.59
60	80	766.58
60	85	766.58
60	90	766.6
60	95	766.62
60	100	766.66
60	105	766.7
60	110	766.75
60	115	766.77
60	120	766.8
80	100	766.67
80	95	766.66
80	90	766.66
80	85	766.65
80	80	766.64
80	75	766.61
80	70	766.56
80	65	766.51
80	60	766.46
80	55	766.42
80	50	766.42
80	45	766.46
80	40	766.52
80	35	766.56
80	30	766.6
80	25	766.62
80	20	766.61
80	15	766.6
80	10	766.59
80	5	766.58
80	0	766.57
80	-5	766.56
80	-10	766.54
80	-15	766.53
80	-20	766.51
80	-25	766.49
80	-30	766.46
80	-35	766.35
80	-40	766.22
80	-55	766.1
80	-60	765.98
80	-65	765.86
80	-70	765.83
80	-75	765.83
80	-80	765.83
80	-85	765.84
80	-90	765.87
80	-95	765.88
80	-100	765.9
100	-80	766.1
100	-75	766.11
100	-70	766.09
100	-65	766.06
100	-50	766.02
100	-45	765.97
100	-40	765.91
100	-35	765.87
100	-30	765.85
100	-25	765.83
100	-20	765.84
100	-15	765.86
100	-10	765.9
100	-5	765.95
100	0	766
100	5	766.06
100	10	766.12
100	15	766.19
100	20	766.26
100	25	766.34
100	30	766.42
100	35	766.49
100	40	766.56
100	45	766.61
100	50	766.65
100	55	766.67
100	60	766.7
100	65	766.72
100	70	766.73
100	75	766.74
100	80	766.74
120	60	766.75
120	55	766.75
120	50	766.76
120	45	766.76
120	40	766.76
120	35	766.76
120	30	766.76
120	25	766.75
120	20	766.74
120	15	766.73
120	10	766.72
120	5	766.7
120	0	766.69
120	-5	766.67
120	-10	766.64
120	-15	766.61
120	-20	766.58
120	-25	766.55
120	-30	766.53
120	-35	766.54
120	-40	766.55
120	-45	766.57
120	-50	766.58
120	-55	766.59
120	-60	766.58
140	0	766.77
140	0	766.77
